START,0
CACHE_SERVICE_LOCK_WAIT_2,0
CACHE_SERVICE_LOCK_WAIT_MAINTHREAD_2,0
CACHE_SERVICE_LOCK_WAIT_MAINTHREAD_NSCACHESERVICE_CLOSEALLSTREAMS,0
CACHE_SERVICE_LOCK_WAIT_MAINTHREAD_NSCACHESERVICE_ONPROFILESHUTDOWN,0
CACHE_SERVICE_LOCK_WAIT_MAINTHREAD_NSCACHESERVICE_SETDISKCACHECAPACITY,0
CERT_VALIDATION_HTTP_REQUEST_SUCCEEDED_TIME,138
CHILD_PROCESS_LAUNCH_MS,4
COMPOSITE_FRAME_ROUNDTRIP_TIME,0
COMPOSITE_TIME,0
CONTENT_FRAME_TIME,59
CONTENT_FULL_PAINT_TIME,10
CONTENT_PROCESS_LAUNCH_MAINTHREAD_MS,38
CONTENT_PROCESS_LAUNCH_TOTAL_MS,46
CONTENT_PROCESS_SYNC_LAUNCH_MS,40
CYCLE_COLLECTOR,17
CYCLE_COLLECTOR_ASYNC_SNOW_WHITE_FREEING,2
CYCLE_COLLECTOR_FULL,17
CYCLE_COLLECTOR_WORKER,0
DNS_LOOKUP_TIME,5
DNS_NATIVE_LOOKUP_TIME,2
DNS_NATIVE_QUEUING,0
DNS_RENEWAL_TIME,2
FX_PAGE_LOAD_MS_2,1819
FX_REFRESH_DRIVER_CHROME_FRAME_DELAY_MS,0
FX_SESSION_RESTORE_COLLECT_ALL_WINDOWS_DATA_MS,0
FX_SESSION_RESTORE_COLLECT_DATA_MS,0
FX_SESSION_RESTORE_STARTUP_INIT_SESSION_MS,0
FX_SESSION_RESTORE_STARTUP_ONLOAD_INITIAL_WINDOW_MS,65
FX_SESSION_RESTORE_WRITE_FILE_MS,2
GC_BUDGET_MS,38
GC_MARK_GRAY_MS,1
GC_MARK_MS,26
GC_MARK_ROOTS_MS,0
GC_MAX_PAUSE_MS_2,44
GC_MS,60
GC_SCC_SWEEP_MAX_PAUSE_MS,1
GC_SCC_SWEEP_TOTAL_MS,1
